tweet,label
ถูกลอตเตอรรี่ครั้งแรกในชีวิ,5
พรุ่งนี้จะเจอแม่แล้,5
เวลานั่งหลังกระบะไปเที่ยวต่างจังหวัดนี่มันได้อารมณ์ดีนะ ถึงผมจะสังคะตังนิสหน่อย แต่ก็ได้ฟิ,5
กินหมูแฮมอีกแล้ว :,5
วันนี้บ่มีประชุมจ้าาาาาาาาาาาาาาาาาาาาาา,5
ยิงนำแล้วคร้าบ,5
ครั้งสุดท้ายที่ตั้งใจไปบริจาคเลือดแต่บริจาคไม่ได้เพราะเลือดจาง ครั้งนี้ปกติแล้,5
5555555555+ ฉันหาเม้นท์พี่แทเจอแหละๆๆครั้งนี,5
เป็ดทิงนองนอยมาแบ้วว,5
อยากไฟแรงเหมือนช่วงสอนแรกๆแค่โทรเรียกคือไปอย่างไว ปัจจุบันนี่งอแงทุกวันร้องอยู่ไม่เอาแล้วไม่สอนได้ไหมอยากกลับบ้านเด็กงดนี่กรี๊ดลั่นสร,5
ต่อไปนี่เราจะนิ่ง ไม่พูดไม่จา ไม่เต้นแน่นอ,5
ถ้าท่านอยากมีความสุข ท่านจงให้ความสุขแก่ผู้อื่,5
ไม่น่าเชื่อว่าอยุธยาจะกู้เกาะเมืองได้เร็วขนาดนี้ !  เยี่ยมๆ,5
นั่นไง จะได้เจอจุงกิแล้วกุ กรีสสสสสสสสสสสสสสสสสสสส 555555555555555555555555,5
อาทิตย์นี้ดูหนังทุกวันเลย ชีวิตประจำวันใกล้จะกลับมาเป็นแบบเดิมละ ;-,5
เวลาแห่งความสุข มักจะผ่านไปเร็วเสมอ แต่มันก็จริงนะยิ่งเวลาที่เรามีความสุขมากๆ ความสุขที่เคยมีมันยิ่งสั้นล,5
' โอเย้ . พี่นัทรับเฟสแล้ว กว่าจะรับนะ พี่รับแต่คนรู้จัก แสดงว่า พี่รู้จักปอแล้วใช่มั้ย ? 555,5
ผมยาวเท่าต้นคอแล้วครัชช,5
นั่งส่อง นชร.โดนเชือ,5
เฟสกลับมาแล้ว..,5
วันนี้แดดส่องห้อง,5
ลืมไม่ลง,5
สอบเสร็จแล้วทำให้ผมเป็นบ้า....เห้อ!!,5
กูขาวขึ้น อิฟ้าบอ,5
ตัดรูปไม่สวยทำไม่เป็นแต่อยากทำสีคนละสีเลย55555555555555555555555555,5
พี่ให้เสื้อตัวนึง แหะๆ ,5
วันนี้เราได้เจอกันแล้,5
เยส! ตู้เย็นซ่อมเสร็จแล้ว.,5
ทวิตเดียวมีคนรีทวิตเยอะที่สุดตั้งแต่เคยทวิตม,5
เย้ๆ! การบ้านอังกฤษงานแรกจะเสดแล้ว : ),5
ไม่ว่าจะ ตื่นนอน ง่วงนอน นอนไม่หลับ ไม่มีไรทำ อารมณ์ดี อารมณ์เสีย...กูก็จะเปิดทวิต,5
วันนี้คุณน้า โทรมาจากออสเตเรีย  ดีใจลูกชายสอบเรียนหมอได,5
สั่งจองไปแบบไม่ยั้งคิดอีกแล้ว... ฟิคเรื่องที่5ที่สั่งจองแล้ว พธูธธธ,5
ก้อสมัครไง ไปปีเดี่ยวเอง555,5
ความจริงก็ฟอลกันอยู่แค่นี้  รีไป คนอื่นก็ไม่เห็น แต่อยากร,5
เขาบอกว่าสายตากูยังปกติ ไม่่ขึ้นเว้ยเฮ้ย!!!>,5
จำได้และอย่างนึงเว้ยยยย!!,5
โลกของเรา 3 วั,5
รับปรึกษา สายตรงมาได้เลยนะ 555 คงจะนอนดึก อ่านสือสอบ ยุว ไม่รบกวนหรอก อ่านไปก้ไม่มีสมาธิ ข้างบ้านมันมี หมอลำ ตอนนี้ก้อ่านไปเต้นไ,5
วันนี้เพื่อนเลี้ยงทุยคอฟฟี,5
เดือนนี้มีแต่เรื่องดีๆเนอ,5
อร๊ายยยยยยย เจอคนที่จิ้นคู่เดียวกะกูแล้ววววววว >[],5
เคยปะ ? แอบหนีเพื่อนมาเพื่อเจอเขาแค่ไม่กี่วิน?าที ยอมเดินอ้อมใกล้สุดๆ เพือที่จะได้เจอ,5
"โย่ววว !!! วายจีแฟมปล่อยโหลดแบบเต็มรูปแบบแล้วว , พรุ่งเจอพี่แน่น้อง !!!! ฮ่ะฮ่าาา",5
บัตร 500 เดี่ยวเก้าครั้งนี้เป็นการแบ่งแยกชนชั้นโดยแท้จริง......,5
อร๊ายยย~~ อะไรออกมาอีกเนี่ยยย???  เพลงของเสี่ยวจูในบั้ม 9 ออกเพิ่ม >//,5
ได้ 16 เต็ม 20ผ่านครึ่งละโว้ยยยย!!!,5
ขนมน่ะ เค้กน่ะ มีไว้ให้กิน ไม่ได้มีไว้แค่มอง จงกินเถิ,5
ปิดเทอมแล้วสั,5
อืม ความรู้ภาษาอังกฤษที่กูร่ำเรียนมาได้ใช้แล้ว ณ ทวิตของ เอเวอร์ลาสติ้งแฟ,5
จังหวัดที่มีความสุขน้อยที่สุด 5 อันดับ คือ จ.สมุทรสงคราม สมุทรปราการ สระแก้ว ภูเก็ต หนองคา,5
ยังจำอารมณ์ที่แหกปากร้องนัมเบอร์วันที่คอนอมอยู่คนเดียวได้ ทุกคนเงียบกริบ อินี่แหกปากสุดฤทธิ์ อยากให้พี่สาวได้ยิน ร้องจบก็น้ำตาไห,5
เย้! สีผมซอฟท์ลงแล้ว :,5
เหนื่อย เป็นศูนย์กลาง  ปัญหาเยอะ  ยอมๆกันหน่อยได้มั้ย,5
อร้ายยย!มีเพื่อนเรียนมหิดลแล้ววววว,5
เสื้อหมูที่กูขาย แลดูเพื่อนๆจะใส่กันบ่อ,5
การตัดสินใจ อะไร ลงไป ต้องรู้สึกดี ทั้ง ฉันและเธอ ,5
ไม่ได้เจอกันนานเลย จนลืมไปแล้วว่าเธอหน้าตาเป็นยังไงน,5
ทุกววันนี้เวลาฮัมเพลงขณะเรียน จะมีเพื่อนคอยร้องต่อเสม,5
เห็นคนใส่เสื้อที่เราทำด้ว,5
จิงดิจุนฮยองกับฮารากเลิกกัน ,5
กูจะโดนลุงเม้นแมวอึ๊บแล้วโว๊,5
ฮวย ~ เซ็งคักคัก เซ็กปุ๊ปทำไง ? ดราม่าต่,5
"""ในวัยที่ย่าง30 เห็นเพื่อนๆมีรถมีบ้านมีลูกมีเมีย ซึ่งตรงกันข้ามกับกูโดยสิ้นเชิง แต่ไม่เป็นไร อย่างน้อยกูก็มี..""",5
อยู่กับเราไปนานนานน,5
ฟันกลับมาเปรปกต,5
^//,5
พรุ่งนี้ได้หยุดแล้วหลังจากที่ไม่มีวันหยุดเล,5
อยู่กับเรานานอีกนิดนะ ที่ผ่านมาเราเหนื่อยเหลือเกิ,5
วันนี้แม่ดลับบ้านนี่หว่าา,5
ง่วงเเล้วโว้ยยยยยยยยยยยยยยยยยยย >/////,5
อยู่แบบนี้ไปก่อน พร้อมเมื่อไรค่อยว่ากัน,5
25/12/2013 วันคริสมาต มีคนมาดีดกีตาร์ให้ฟัง ร้องเพลงให้ฟัง มันเป็นครั้งแรกที่มีคนมาทำแบบนี้ให้ เริ่มหลังรักวันนี้เเล้ว <,5
เลิก4โมงสองวันเองงง>,5
ไม่น่าเชื่อว่าผมทวิตเกี่ยวกับความรักไปจะมีคนรีทวิตด้วยครับ ฮ่าๆๆ,5
มื้อเย็นมีคนเลี้ยงข้าว ๕๕๕๕๕๕๕,5
หือออ คุกกี้รันนน ถึงล้านแล้,5
แกจะแคร์ทำไมแค่เค้าไปคุยสนุกๆกันแค่เค้าโทรคุยกันแค่เค้ารักกันแค่เค้าไม่เห็นหัวแกแค่เค้าไม่แคร์แกแค่แกไม่มีค่าแค่แกมีประโยชน์บางวั,5
คะแนน ยุ่น โอเค ^,5
ตอนเรายังเด็กคำอวยพรที่ชอบคือขอให้ประสบความสำเร็จ ร่ำรวย แต่พอถึงตอนนี้กลับชอบคำอวยพรเรียบง่ายแค่ขอให้มีความสุ,5
พระเจ้าช่วย หายปวดขี้ขึ้นมากระทันหัน,5
หอมแก้มทุกคืนก่อนนอน :),5
นานแค่ไหน (?) กับคำว่า,5
คุณไม่รู้หรอกว่าคุณอ่าเปลี่ยนไ,6
ไม่ตอบก็ไม่ต้องตอบ,6
เรื่องคลับฟรายเดย์วันนี้เหมือนเรื่องในเด็กดีสมัยเราอยู่ม.ปลาย มีคนแบบนี้มากกว่าหนึ่งห่วงความสัมพันธ์สิน,6
สิ่งที่ตั้งใจ !! มิเคย ได้ สมหวังงง  ,6
ถึงจะทำผิดกี่ครั้ง แต่ในใจชั้นก้อยังเปนคุน,6
ฟิคกับเพื่อนอ่,6
ในใจ..คือ..ที่ระบายความรู้สึกที่ปลอดภัยที่สุด!,6
"ม่ายน้าาา ""เชอรีน",6
วันนี้ทะเลาะกันอีกแล้วอ่,6
ถามว่าจะให้ทำยังไง แล้วมึงจะให้กูตอบยังไงอ่ะ บอกไปมึงก็บอกว่าเอาโซ่มาล่ามมึงไว้เลยดีกว่า สุดท้ายกูก็ได้แค่บอกว่าไม่ต้องทำอะไรอ่ะ ,6
เจ็บดีนะกับการรอคอยในสิ่งที่ไม่มีวันกลับม,6
ฉันจะเอาชนะใเธอได้ไงหล่ะ ในเมื่อใจเธอมีแต่เขาอยู่เต็มหัวใจอ่,6
หิว ส้ววววมตำ แต่ร้านประจำปิ,6
เธอไม่เคยจะใส่ใจฉันเลย :,6
"""อนาจ""แขนตัวเองมา",6
ต้องมีเรื่องจำเป็นใช่ไหมถึงจะทักได้ คุยกันก็ถามคำตอบคำ รู้มั้ยกว่าจะถามกว่าจะทักไปต้องคิดนานขนาดนั้น เค้าจะรำคาญมั้ยนะ จะตอบมั้ยน,6
แต่หนุ่มออสเตรียคนนั้นหล่อจริงๆนะ แบบหล่อมากๆ ดูดีมากๆ แบบว่าสเป็กมากๆ เสียงก็หล่อมากๆ แต่แฟนแม่งก็สวยมากๆเหมือนกั,6
มันคงเป็นการยากนะที่จะทำให้เธอ แก้หรือเปลี่ยนอะไรบางอย่างเพื่อฉั,6
ห่าราก!! จะมาจริงเหรอออ~!! คืออยากไปดูชอนดุงอ่ะ! ระยะทางโครตเป็นปัญหาเลย  กูพลาดทุกคอน,6
ทำไมวันเกิดเราถึงไม่มีอย่างนี้บ้า,6
ฮือ แกเมื่อกี้ทำเอส5ตกในเอ็มโพเรีย,6
คืออิจฉา นางไปเที่ยวกับโรงเรียนบ่อยมาก พวกวิทย์คณิตถ้าไม่ไปทัศนศึกษา ก็อย่าหวังว่าจะมีอะไรอี,6
มาทำไมที่นี้ ไปก็ไม่มีใคร.....ม,6
โตมา ก็แรด แต่ไม่มีใครเอาาา,6
อึดอัดและพูดไม่ได้ ระบายที่ใครก็ไม่ได้ ปากไม่ออ,6
เบียดให้นี่ที่เป็นชะนีต้องไปเผชิญละอองฝน เดี๋ยวทำไม นางเดินชิดใน นี่ก็ต้องหลบไง สรุปกูโดนฝนพอดี เออดีเน๊อะ ว่าไม่ได้นางคงไม่ใช่ผู้ชา,6
เมื่อก่อนเขาเคยขอคบด้วยอะะะะตอนนั้นยังไม่พร้อม แต่ตอนนี้พร้อมแล้ว แต่เขาไม่ว่า,6
ไมพลาดเจออ้นทุกทีเลย ตอนเราไปอ้นไม่มา พอเรากลับอ้นม,6
เล่นน้ำฝนทีแรกมันก็สนุกอยู่หรอก พอถึงเวลาป่วยยาว อยากจะกลับเข้าร่มก็ไม่มีใครรอรับอีกแล้,6
น่ารักกว่าเน็ตไอดอลมีเยอะ แค่ไม่ดั,6
ปวดฉี่แต่ไม่อยากลุกเลยอ๊าาาาาาาาา,6
เราต้องหยุดตามทีอาร่าซักพักแล้วล่ะ พักใจก่อน ทำใจดูไม่ได้จริงๆช่วงนี,6
สอบครั้งนี้ คณิตตกให้วิ่ง อังกฤษตกให้คัด สังคมตกให้ทำไรไม่รู้ กูกลัวกูตกคนเดียวในกลุ่มแล้วกลัวเพื่อนจะรังเกีย,6
สักวันกูคงใจร้ายพอที่จะกล้าทิ้งมึ,6
ความเหงา ทำให้เราคิดถึง แฟนเก่า..,6
ยิ่งอยู่ยิ่งเจ็บ :'( ม่เข้าใจ ว่าทำไหม ??ต้องท,6
งื้อ~ ปลาทองมันตายตัวนึง ;_______,6
วันนี้โดนหลายดอกไอดิ ;____,6
ลืมเอาหูฟังออกมา ,6
เมื่อวานเด็กรร.ข้างๆก็ไปละคนนึง วันนี้ก็เด็กรร.กูไปอีกคน อุบัติเหตุเกี่ยวกับมอไซค์ทั้งคู,6
แผลที่มือมาจากไหน .. ที่ตอบไปว่า โดนเพรชที่ชุดบาด .. เค้าไม่แคร์แฟนคลับเธอหรอก ไม่เลยแฟนคลับเธอแค่เค้ามากสิน้ะ ..,6
การที่ไม่ยอมรับใจตัวเองมันทรมานนะ -_-  แต่ถ้ายอมรับใจตัวเองก็ทำผิดต่อผู้ให้ชีวิตใหม่อย่างโอปป้า :,6
พ่อแม่ไม่เคยเห็นหรอกค่ะตอนอ่านหนังสือ ทำการบ้าน เห็นตอนเล่นเกมส์ จิ้มมือถือ แอบหลับตลอ,6
กี้ดดดดดดดดดดดดดด ฉั้นแปะไอนานะ ทั้งวันเลยยยยยยยยยยย,6
"ไม่หน้าหลุดปากพูดออกไป , มันเลยทำให้ไม่เหมือนเดิ",6
ทำไรก็ไม่ถูกใจ เบื่อเหมือนกันน๊า,6
แต่ช่วงนี้ฝุ่นเต็มเลยค่า :,6
สุดม้ายผมก็สายครั,6
กูคงประมาทกับคณิตศาสตร์มากเกินไ,6
สนุกมากมั๊ย ที่เข้ามาทำให้หนูรู้สึกดี แล้วก็จากไปอ่,6
ไม่แปลกใจเลย ที่มีเหตุการณ์ อย่าง 6ตุลา   เมื่อก่อนเป็นยังไง ตอนนี้ก็เป็นอย่างนั้น .. ,6
บ้างทีกูแค่จะตอบเมนเพื่อน แล้วเล่นมุขนี่ไม่พอ เกิน 140 อักษร,6
ปวดหัว อยากมีคนถามว่ากินยาแล้วรึยัง นอนพักสะน,6
อามา พน.กูตายแน่ ต้องมารับมือกันเพื่อนอีอ้วนตั้ง4คน อ่าาาา แค่คิดก้เหมือนนรกล่,6
ไม่ตอบคือไม่อยากคุย ง่าย,6
เห็นหน้า หรือเห็นรูปทีไร อดคิดไม่ได้ว่า ทำไมเราไม่ทำความรู้จักกัน!,6
ตัดบทจบอีกเเล้วหรอ จะพยายามชวนคุยนะ ,6
นึกขึ้นได้พุธหน้าไปโอดี นึกถึงโอดีปีที่แล้ว ปีไหนกรูก็แห้ว แห้วกับคนเดิม ต่างกันที่ปีที่แล้วเค้าไม่รู้ แต่ปีนี้เค้ารู้แต่เค้าไม่เลือ,6
มึงคิดยังไงกับผช.ที่ชมผช. ด้วยกันเอ,6
คำว่าเหนื่อยไหมจากมึงก็ทำให้กูหายเหนื่อยจากทุกอาการที่กูเป็นแล้วหละ แต่ไม่เคยได้ยินนี้ด,6
บางทีก้อ ได้แค่ฝั,6
น้องสาวปาไม่รับเเอ,6
อยากมีโมเม้นกดบัตรกะเค้าบ้างอะ หลายปีแล้วนะเว้ยยยยยยย ฮืออออออออ ผช ไม่ยอมมาอ่,6
เค้าไม่ตอบเรา เค้าคงไม่ว่างคุยมั้,6
หาร้านถ่ายเอกสารไม่ได้เลย จะเอาชีทออเคมไปใส่กระดูกงูซะหน่อย แม่งปิดทุกร้า,6
ตั้งความหวังไว้สู,6
หู้ยยยยยยยยยยยยยยยยย ตั้งเเต่ชอบเกาหลีมา คำว่าลัคกี้เเฟนไม่เคยเกิดขึ้นกับตัวก,6
ทำไมต้องห้ามลอยโค,6
บ้านแฟนไซต์ที่จีนนี่ไม่ค่อยรับสมาชิกเลยนะ,6
บรรยายกาศแบบฝนจะตกเนี่ยแม่งบิ้วกูจังอีห่,6
เรื่องเป็นไง ดูไม่ทั,6
เรียนข้างกัน ข้างซ้ายพี่ที่เคยรู้จัก ข้างขวาคนที่เเอบปลิ้ม แต่เสื้อก็บังเอิญ เป็นรูด้านขวา รู้มั้ย หนูอา,6
ไอ่คนอย่างเรามันก็ แค่ได้แต่เพ้อไปวันๆๆ ๆ ,6
เคยเจอป๋าแล้วเจอบอมแล้วเจอทุกคนในเอสเจแล้วแต่ที่ไม่เจอเลยคือเอสเจครบ13 อยากเห็นสักครั้งแต่คงยาก อยากเห็นโมเมนต์ฮันฮยอกอันนี้คงโคตรยา,6
กูคงอยู่กับมึงได้ไม่นา,6
รู้สึกเหมือนโดนกดดั,6
ผมไม่ทราบว่า 'ทำไมคุณต้องทำกันแบบนี้ด้วย?,6
โกหกเพื่อเอาตัวรอดละสิไม่ว่,6
เหมือนเพื่อนคนอื่น ๆ คงไม่ใช่เพื่อนสนิทมึงแล้วสิน,6
"ไม่มีอะไรเซ็งไปกว่า..""โทรศัพท์พัง""..แง้ๆ..ไม่มีโทรศัพท์ใช",6
กูอาจจะเป็นคนสนุกเฮฮา 'เเต่ใครจะรู้ว่ากูกำลัง..,6
คือต่อให้เราเลือกเมกาก้คงไม่ติดอะน,6
สติ๊กเกอร์ไลน์เอ็กโซ เปิดให้โหลดแต่ในเกาหลีกับเมกาเองหร,6
นั่งตากฝน ร้องไห้ด้วย ไม่มีใครรู้หรอกว่าฉันร้องไห้อยู,6
ถ้ารู้ว่าถาม แล้วมันทำให้แกซีเรียส เราจะไม่ถาม ,6
การเลิกกันไม่ได้หมายความว่า  จะต้องแยกจากกัน แค่ลดสถานะลง แต่ความสัมพันธ์อาจจะคงเดิม ถ้าเธอต้องกา,6
ทุกอย่างฉันคิดไปเองใช่มั้ย ที่เธอทำกับฉันเธอก็ทำกับทุกคนใช่หรือเปล่า? เมื่อไหร่เธอจะชัดเจนซะท,6
อาทิตย์หน้า.....สอบ3วิชา โฮ๊กกกกก คณิตเพิ่ม อังกฤษ2ตั,6
เมื่อคืนก่อนนอนสวดพระคาถาชินบัญชร ซึ่งไม่ได้สวดนานมากกกกกกกก ปรากฏว่าสวดไม่จบ จำไม่ได้แล้,6
เก๊ปซังแย่งเร,6
แอดมินขอไปปาดน้ำตาก่อนนะค,6
บบลอ.กับ ฮนบ. ไปติ่งเด็กแทนแล้วใช่ป,6
ถ้าต้องการที่จะบอกความรู้สึก... ก็ต้องพร้อมที่จะรับผลของมันนน แม้ต้องจากกั,6
พี่แป้งโกะเล่นอะไร ไม่ทั,6
ไม่คิดถึงกันบ้างอ่,6
ไม่ได้ดู  รันนิ่งเเมน,6
บ่นๆๆๆ นะ แต่กูก็ไป 55* แค่รู้สึกว่าเปิดขายบัตรเดือนหน้ามันเร็วไปเท่านั้นเอง ?? ปีนี้กูชวดบัตรแถวหน้า ๆ อีกล่ะมั้,6
ทำไมผญ.ใส่ยกทรงกันได้ว่ะ หญิงใส่แล้วแม่งโคตรอึดอัด หายใจริดขัดมากกกกก,6
อืม ดีแล้ว เอาให้เต็มที่ :) เนี่ยนะ ที่คนรักก,6
อิจฉาเค้าคนนั้นนะที่อยู่เฉยๆก็ได้ใจเธอไปทั้งใจ ส่วนเราพยายามแทบตายไม่ได้แม้แต่เศษเสี้ยวของหัวใจเธอเลย ,6
เป็นรู้สึกหวั่นๆน่ะ ลูกหมาที่เลี้ยงมาตั้งแต่คลอด จนโตแข็งแรง เล่นกับมันมาทุกวัน แล้วต้องขายมันไป ทั้งๆที่รู้แต่แรกอยู่แล้ว ใจหายน,6
เป็นคนที่กินไม่เยอะ แต่อ้วนเพราะไม่กินผั,6
ถ้าพูดตรงๆแบบหยาบ รู้ว่าโลกนี้เหี้ย คนเหี้ยก็เยอะ ขนาดเลือกคบคนยังเจอแบบนิสัยเหี้ยๆก็มี โลกยิ่งกว้างตัวปบบนี้ก็ยิ่งมีเยอ,6
นน.จะเด้งกลับมาที่ 65 อีกแล้ว จะทำเยี่ยงไรดี!?,6
บอสต้องว่าพี่หื่นแน่,6
เขาคนดี มีแล้วมีคนใหม,6
ซอยบางไ,6
พรุ่งนี้วันจันทร์อีกแล้วว,6
เชี่ยยยย บัตรฟรี!!,6
แดกเสร็จทีไรพุงใหญ่ตลอ,6
จริงๆ แล้วในดีวีดีคอนเฮ้เซจั้มควรจะมีภาพบรรยากาศที่ไทยนะ มันสมควรจริง,6
ไอ้เรามันเป็นคนไม่สำคัญอยู่แล้วน,6
ลองมาคิดดูดีๆ  การลงทุนครั้งนั้น ไม่ได้กำไรอะไรกลับคืนมาเลย...,6
บทเรียนแบบนี้หาซื้อไม่ได้ ถ้าไม่ลองคบด,6
เค้าก้บอกชัดเจนแล้วว่าให้พอ แต่เปนฉันเองที่ไม่ยอมรับมัน ขอโทดที่ยังลืมไม่ได้จิง,6
หงุดหงิด ง่วงนอน และอารมณ์เสียเกินกว่าจะเขียนงานส่งชิงตั๋วหนังฟรีจริง,6
แต่กูก็ได้เรียนตอนเย็นเพิ่มอยู่ดี เย้,6
เมื่อคืนฝันว่าได้แต่งงาน  แต่เจ้าบ่าวไม่ใช่เซฮุนอ่ะ,6
แต่พี่เจมส์ติดลิมิตไปแล้ว ตอบเมนชั่นหมิวไม่ได้แล้ว :,6
แค่คิดว่าอยากทำอะไรก็ทำเดี๋ยวไม่มีโอกาสาได้ทำแต่พอตั้งใจจะทำก็ไม่ได้ท,6
อยากไปมีตซุงฮา จอง แต่แบบ ทำไมต้องตรงกับวันไปรด. ฮืออออ,6
เสียใจกับความเลวของตัวเอง จนไม่อยากยุ่งกับใครทั้งนั้,6
ก็บอกว่าฉันเสียดายได้ยินไหม!,6
ดาวอยู่บนท้องฟ้า จะไคว้คว้ายังไงก็ไม่ถึ,6
ท็อป : ผมไม่ชอบที่พวกเธอไม่เรียบร้อยและพูดจาไม่สุภาพครับ >> ท็อปคงไม่ชอบช้านใช่มั้ย แง๊กกกกกกกกกก,6
แกร กยูบอทโผล่มาตอนเราแอบแวะไปเมนชั่นอีกแล้,7
เชี่ย เจมส์จิมาต่อโฆษณาอกชิด นึกว่าจิเอากะเค้าด้ว,7
เพิ่งสังเกตว่า วันๆกูทวิตเป็นร้อยเลยหรอ  เพราะใครกัน,7
โห ช่างกล้าพูด ยังกะนางมารร้า,7
แถวบ้านจุดพลุ สะดุ้งเล,7
งงหมอนะ.ใส่ตลอด24ชั่วโม,7
คุณหลานที่ไม่ได้เจอมาหลายที เจออีกที มึงหล่อมากกกก,7
น้องเภสัชปีหนึ่งมีเนรื่องกันปกติเซ็นท์ในการดูว่าใครผิดใครถูก กูต้องดูออกดิ ทำไมวันนี้เซ็นท์กุดูไม่ออกว๊าา,7
"อยู่ๆ ก็นึกถึงตอนที่แคทพาไปหาแม่แล้วอยู่ๆ แคทก็บอกแม่ว่า ""แม่ นี่แฟนหนู",7
ห๋าาาาาาาาาาาาาาาาาาาาาาาาาา,7
อ๊าาาาาาๆๆๆๆๆ,7
พี่หนุ่ม ศรราม เด็กกว่าแม่เราปีเดียวเอ,7
อ่ะ แต่คันใหม่ก็ตามมาติดๆ แต่สกปรกมาก ไม่เคยเจอแบบนี้เบ,7
รีล่า แบบ กอฟไมค์ มาวินสุด  พี่เรนนี้ดับไปเลย นั้นพี่คุณแน่น,7
เฮ้ย!!!,7
บอมเล่นทวิต!! เหยดดดดดดด,7
รถไม่ติดเว้ยเห้,7
คิตาคามิกินอะไรมา ยิงตอใส่บอส บอสเหลือเลือด 1 แล้วตัวเองก็ยิงอัดอีกรอบ ตา,7
เอ่อแม่ หนูแค่ฟลุ๊คทำข้อสอบคณิตได้นะ ดีใจอย่างกับหนูติดมหาลัย -[],7
ใครเติมเงินเบอร์ดีแทคให้กูตั้ง40บาทวะ 0.0 ไม่ใช่ไอต้อมแน่ๆ แล้วใคร .. ??,7
เหยดดด ขนาดพี่เซย์ยังเป็นลมให้พี่แนสขราาเลยอ่,7
อิดอกกกก ตกใจหมดเห็นบิลค่าห้อง+น้ำ+ไฟ หมื่นกว่าบาท ฮ่าๆๆ มานั่งหารแล้วก็โอเคอยู,7
วันนี้พี่ชายกลับบ้าน *0,7
ความดัน 144 ไอฉิบหาย ทำไมพุ่งพรวดแบบนี้ เมื่อวานยังแค่ 125 เองน่,7
เจออุ้มที่บิ๊กซ,7
ป้าบีสกรี๊ดซีวอ,7
ชอบบรรยากาศตอนฝนตกนะ แต่ไม่ชอบฟ้าร้อ,7
นมกะตูดกูรวมกันยังไม่ได้นมข้างนึงของจีน่าเลยเหอะ ................................,7
บอสแยกร่างได้ล่วยยยย,7
ข้าวปั้นนอนอยู่ในห้องน้,7
หน้ามึงล้ำอายุมา,7
ตอนนี้อยู่ในอารมณ์เดียวกับตอนที่รู้ว่าเกิงอยู่เอ็มบีเค -0,7
อ๊ากกกกกกกก! ควยยย! จิ้งจกอยู่บนหน้าจอโน้ตบุ๊ค!!! สัดดดด!!,7
ไม่เจออะตอมแบบว่านานมากกกกก เจออีกที อื้ออหืออตัวใหญ่มากกอ่,7
ว็อทททททททททททททททท 5555555,7
โหว วันนี้ฮยอกมินเซย์มีคนติดตามเพิ่มในวันนี้วันเดียวตั้ง 12 คนแน่ะ 5555555,7
ฟ้าร้องโหดไปป่,7
เอ๊ะ55555555555,7
โจวปี่ชั่งไปกินอะไรมาทำไมหล่อ .. เมื่อก่อนหน้านางป้ามา,7
เงยหน้าจากโทรศัพท์อีกทีอยู่โรงเรียนแล้ว..,7
เห็นแล้วคิดถึงพี่ชิน.... !!,7
บางทีก็ตกใจ ปกติตอนอยู่โรงเรียนเพื่อนไม่เคยใช้คำว่ากู แต่พอตอนนี้มหาลัยใช้คำว่ากูตลอดเล,7
ฟคพตก็ยังคงรีทวิตกันไม่หยุด 34 รีแล้วนะ,7
ตลกดี รู้สึกจะเป็นปีที่แล้ว สระผมตอนกลางวันในหน้าร้อน ผมแห้งใน 15 นาที.....,7
แบบนี้เค้าเรียกว่าระเบิดไลค์ป้ะพี่,7
มานั่งซูมดิสพี่หมึกดู....,7
ทำไมเมนชั่นที่ดองไว้มันเยอะจั,7
สะดิ้งไปป่าว 55555,7
อีเอิทคาราไปแคสฮอร์โมนด้วยอุ,7
วันนี้ไทม์ไลน์ไม่แรงเล,7
ฟ้าร้องเหี้ย,7
หน้าเว็บทวิตเตอร์เปลี่ยนไป..,7
การที่ยงโผล่ในวีก็อตมันทำกูใจเต้นจริงๆ หูแว่วได้ยินว่าโกกุม่,7
ช่องเคแชแนลเปิดเทปงานแถลงข่าวตอนคอนเอ็มบีงีอ่ะ เปิดไปเจอชายนี่พอดี - -,7
เป็นครั้งแรกที่โดนฝรั่งเต๊าะ..,7
เกือบโดนรถชน,7
ตูน บอดี้สแลม เล่นหนังเป็น แอ๊ด คาราบาว ?!?!!!!! ,7
ตอบกันด้วยน้าาา,7
เหยยย เล่นทวิตอยุ ได้ยินเสียงนก หันออกไป เจอน้องเหี้ยน้อยกูกะลังไฝว้กับนก *0,7
เฮ้ยยย ห้าทุ่มครึ่งแล้วอ่ออออ!,7
มานั่งทำไมตรงบันไดฟ,7
นี่ฉันเมนชันหา จจ. มากกว่าครั้งกว่า ทม. อีกเหรอนี,7
ทั้งที่ก็เห็นอยู่เสมอ กวังมีกล้าม มีหนวด มีขนหน้าแข้ง มีขนจุกกูแร้ แต่ในสายตาเราก็ยังมองกวังเป็นเด็กน้อยน่ารัก เหมือนสาวน้องมุ๊งมิ๊,7
แบบว่า กำลังนั่งดูชองดำ ชองดำก็มาทันที = ,7
"มัน .....""!",7
โลก กลมเกินไปแล้ววววววววววว,7
คุณเก,7
ใน ห้อง กู มี ''หนู'' !!!!!!!!!,7
55555555555555555 นิ้วโดนใบพัดล,7
เปิดวอร์ซี 4 ไว้ไม่ได้ใส่หูฟัง เสียงมันเล็ดเข้ามากูยืนขึ้นเลย ,7
เหี้ยรถชนกันห้าคันรวดต่อหน้ากูเล,7
เชรี่ยยยย!! เปิดดูเฟสแล้วผงะ ผีวิกฟ้าจริงๆด้ว,7
